Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1531,447,3.907,3.56,2876.313,3716.31,8181.22,481
1529.09,447,3.906,3.562,2864.438,3716.44,8186.81,480
1527.53,448.1142857,3.907,3.561,2858.25,3716.25,8174.62,479
1525.47,446,3.907,3.562,2852.343,3716.34,8126.19,478
1524.56,447.4285714,3.906,3.561,2845.144,3680.34,8163.59,477
1523.66,445.0285714,3.907,3.562,2834.344,3680.34,8146.16,476
1522.78,445.0541714,3.907,3.563,2834.375,3680.38,8166,475
1521.62,444.4285714,3.907,3.562,2828.344,3680.34,8157.06,474
1520.25,444.4285714,3.907,3.562,2822.312,3680.31,8165.66,473
1518.78,443.1428571,3.906,3.563,2822.313,3680.31,8165.5,472
1517.06,443.6571429,3.906,3.563,2816.406,3680.41,8178.72,471
1515.78,441.8571429,3.906,3.563,2810.219,3644.22,8204.19,470
1514.34,441.8571429,3.905,3.562,2804.218,3644.22,8195.62,469
1513.62,441.2571429,3.905,3.562,2804.344,3644.34,8210.38,468
1512.06,440.5714286,3.905,3.564,2798.313,3644.31,8186.16,467
1511.03,440.5714286,3.905,3.562,2798.406,3644.41,8175.09,466
1495.14,436.7142857,3.896,3.573,2714.192,3536.19,8010.27,463
1499.39,435.8571429,3.899,3.568,2750.352,3608.35,8106.72,462
1499.84,437.1428571,3.901,3.567,2762.223,3608.22,8113.6,461
1499.3,437.1428571,3.901,3.567,2762.318,3608.32,8154.59,460
1497.82,435.8571429,3.901,3.586,2756.316,3608.32,8127.64,459
1496.83,435.8571429,3.9,3.567,2756.383,3608.38,8164.96,458
1494.53,434.5714286,3.899,3.567,2750.351,3608.35,8136.13,457
1498.37,437.1428571,3.902,3.569,2744.25,3608.25,8125.73,456
1497.98,437.1428571,3.902,3.566,2756.32,3608.32,8131.62,455
1496.48,434.1428571,3.902,3.566,2756.352,3608.35,8114.3,454
1494.59,434.0571429,3.902,3.566,2750.383,3608.38,8144.26,453
1492.25,434.0571429,3.902,3.567,2744.321,3572.32,8088.87,452
1492.55,432.3428571,3.903,3.568,2744.352,3572.35,8146.4,451
1491.75,432.3614571,3.903,3.567,2738.219,3572.22,8126.44,450
1491.39,432.3428571,3.903,3.567,2738.187,3572.19,8159.05,449
1488,432.3428571,3.903,3.567,2732.343,3572.34,8148.58,448
1489.78,432.8571429,3.903,3.567,2732.344,3572.34,8148.28,447
1489.14,432.8571429,3.902,3.568,2732.328,3572.33,8182.66,446
1488.3,433.5,3.902,3.568,2726.313,3572.31,8189.25,445
1487.66,433.3714286,3.902,3.567,2726.36,3572.36,8205.16,444
1486.14,433.2857143,3.901,3.567,2726.328,3572.33,8159.27,443
1484.94,432,3.9,3.568,2720.359,3572.36,8167.62,442
1449.77,438.0005,3.882,3.752,2492.312,3430.02,8470.5,441
1457.59,421.7142857,3.885,3.877,2420.219,3320.22,8354.97,440
1467.69,425.1428571,3.891,3.578,2624.354333,3464.34,8198.38,439
1470.25,426,3.893,3.576,2660.219,3500.22,8108.22,438
1467.78,425.1428571,3.892,3.575,2672.281,3500.28,8144.28,437
1468.31,426.4285714,3.893,3.575,2666.343,3500.34,8121.62,436
1467.06,425.8285714,3.893,3.594,2666.344,3500.34,8101.56,435
1470.88,424.2,3.896,3.574,2666.343,3500.34,8119.16,434
1466.28,423.4285714,3.893,3.573,2672.344,3500.34,8131.25,433
1465.16,423.4285714,3.893,3.574,2660.344,3500.34,8125.72,432
1465.78,424.1142857,3.894,3.574,2666.344,3500.34,8065.41,431
1466.31,424.1142857,3.894,3.574,2666.375,3500.38,8115.06,430
1466.28,424.1142857,3.895,3.575,2666.375,3500.38,8116.56,429
1465.09,424.1142857,3.895,3.574,2666.344,3500.34,8102.06,428
1464.19,421.7142857,3.894,3.575,2660.469,3500.47,8109.81,427
1463.34,423,3.894,3.574,2656.758429,3500.19,8111.53,426
1461.91,423.4285714,3.893,3.574,2654.343,3500.34,8075,425
1460.28,422.1328929,3.893,3.574,2654.328,3500.31,8099.28,424
1458.47,421.2,3.893,3.575,2648.344,3464.34,8036.34,423
1457.09,420.8571429,3.893,3.577,2642.343,3464.34,8105.5,422
1455.72,420.8571429,3.893,3.576,2636.343,3464.34,8089.91,421
1455.28,419.6571429,3.892,3.576,2636.313,3464.31,8099.03,420
1454.38,419.6571429,3.892,3.577,2631.201143,3464.34,8077.69,419
1453.22,417.8571429,3.892,3.576,2630.344,3464.34,8087.12,418
1428,429.625,3.879,3.761,2408.344,3339,8395.38,417
1428.67,398.7428571,3.865,3.603,3402.304,4528.22,10330.34,415
1444.67,400.7142857,3.882,3.609,2588.32,3392.32,8216.74,414
1449.02,402.8571429,3.886,3.604,2636.352,3464.35,8099.55,413
1450.88,404.2285714,3.887,3.603,2648.354,3464.35,8042.62,412
1450.05,403.8,3.888,3.602,2654.383,3464.38,8034.69,411
1448.35,403.8,3.888,3.601,2648.383,3464.38,8023.49,410
1446.5,402.5142857,3.889,3.601,2646.606714,3464.32,8030.46,409
1444.63,402.5142857,3.889,3.601,2636.351,3464.35,8036.35,408
1425.76,397.0285714,3.883,3.601,2624.351,3428.35,8047.14,407
1418.56,393.2571429,3.881,3.606,2558.352,3356.35,8061.82,406
1415.01,392.5714286,3.881,3.606,2534.321,3356.32,7983.59,405
1413.51,392.5714286,3.881,3.607,2528.321,3320.32,8013.19,404
1411.97,390.6,3.882,3.607,2522.383,3320.38,8002.52,403
1410.47,391.8857143,3.881,3.607,2516.351,3320.35,8024.55,402
1407.88,391.2,3.881,3.607,2510.344,3320.34,7979.61,401
1406.2,388.7876,3.88,3.608,2498.343,3320.34,8014.84,400
1404.25,388.1142857,3.88,3.608,2492.265,3284.27,8014.8,399
1401.92,389.4,3.879,3.607,2480.375,3284.38,8012.98,398
1399.52,388.5,3.879,3.608,2474.359,3284.36,7998.12,397
1397.64,388.5,3.878,3.608,2468.312,3284.31,7968.67,396
1396.25,386.5,3.879,3.608,2462.297,3284.3,7955.88,395
1395.75,386.1,3.879,3.608,2462.36,3284.36,7961.55,394
1391.61,385.2,3.879,3.608,2463.465,3284.27,7927.97,393
1370.66,396,3.868,3.772,2219.359,3115.02,8409.22,392
1386.5,384,3.872,3.897,2204.375,3068.38,8315.84,391
1392.81,385.2,3.879,3.611,2438.344,3248.34,7986.97,390
1394.59,386.1,3.879,3.61,2456.312,3248.31,8019.69,389
1393.22,386.105425,3.879,3.608,2456.313,3248.31,8012,388
1392.03,385.2,3.879,3.608,2451.232143,3248.38,7976.31,387
1389.84,384.8571429,3.879,3.608,2450.312,3248.31,7989.38,386
1388.16,384.3,3.879,3.609,2444.344,3248.34,8005.12,385
1386.12,382.9714286,3.879,3.609,2438.344,3248.34,8002.22,384
1384.16,382.9714286,3.879,3.609,2426.312,3248.31,8008.06,383
1381.66,383.4,3.879,3.609,2420.343,3212.34,7998.69,382
1380.31,381,3.879,3.609,2414.344,3212.34,7974.84,381
1379.12,381,3.879,3.61,2414.375,3212.38,7967.16,380
1377.28,380.1,3.878,3.61,2408.219,3212.22,7984.19,379
1375.31,379.2,3.878,3.61,2404.946429,3212.38,7971.28,378
1371.94,378.5142857,3.877,3.61,2396.219,3212.22,7977.75,377
1369.69,378.9,3.876,3.613,2390.375,3176.38,7945.09,376
1365.12,378.1714286,3.874,3.612,2384.344,3176.34,7920.66,375
1362.69,375.3,3.872,3.612,2366.375,3176.38,7912.91,374
1362.47,376.8124,3.873,3.613,2360.375,3176.38,7903.25,373
1362.06,376.8,3.872,3.613,2360.344,3176.34,7912.34,372
1361.81,375.3,3.873,3.612,2360.375,3176.38,7880.53,371
1358.12,375.9,3.872,3.612,2360.25,3176.25,7894.62,370
1349.09,373,3.867,3.614,2342.218,3140.22,7877.81,369
1334.81,386.437,3.858,3.777,2086.375,2982.03,8357.03,368
1356.25,375.6,3.867,3.901,2102.312,2960.31,8143.69,367
1360.5,375.9,3.87,3.615,2354.375,3140.38,7960.69,366
1360.94,375.9,3.87,3.614,2366.313,3176.31,7948.94,365
1360.94,376.1142857,3.871,3.614,2366.375,3176.38,7915.94,364
1359.75,375,3.871,3.613,2363.803571,3140.38,7940.88,363
1357.31,376.5,3.87,3.613,2354.187,3140.19,7932.5,362
1354.19,374.1,3.87,3.613,2348.437,3140.44,7962.81,361
1353.56,374.1,3.87,3.614,2336.313,3140.31,7970.62,360
1352,374.1,3.869,3.615,2336.188,3140.19,7944.19,359
1351.94,374.1,3.87,3.615,2330.375,3140.38,7957.31,358
1351.69,374.1,3.87,3.615,2330.312,3104.31,7951.94,357
1350.69,373.0285714,3.871,3.614,2330.313,3104.31,7953.56,356
1350,373.0285714,3.871,3.614,2324.312,3104.38,7995.81,355
1347.12,371.7,3.871,3.614,2322.660714,3104.38,7961.31,354
1345.62,370.8,3.871,3.615,2317.455857,3104.31,7977.44,353
1343.31,369.9,3.87,3.616,2312.313,3104.31,7983.44,352
1341.62,369.5,3.87,3.616,2306.312,3104.31,7950.69,351
1340.94,369,3.87,3.617,2300.313,3104.31,7965.12,350
1341.19,371,3.87,3.616,2294.375,3068.38,7963.94,349
1342.5,369.9,3.87,3.615,2294.375,3068.38,7988.06,348
1333,366.5,3.869,3.616,2294.312,3068.31,7946.12,347
1325.62,364.5,3.866,3.618,2258.312,3032.31,7923.31,346
1316.06,363.9,3.862,3.622,2240.312,3032.31,7886.5,345
1312.19,377.9685,3.857,3.781,1991.875,2877,8247.06,344
1339.75,369.9,3.868,3.902,2024.375,2888.38,8274,343
1338.56,368.4,3.87,3.443,2288.883429,3060,8045.56,342
1336.69,367.5,3.87,3.618,2282.312,3068.31,7964.62,341
1333.69,366.6,3.868,3.619,2276.375,3068.38,7906.06,340
1330.5,367.2,3.868,3.618,2270.375,3068.38,7922,339
1328.25,366.3,3.868,3.62,2264.312,3068.31,7858.81,338
1326.88,363.9,3.867,3.621,2260.821429,3032.25,7855.38,337
1325.88,365,3.867,3.621,2258.312,3032.31,7872.44,336
1326.06,364.5,3.867,3.62,2255.741571,3032.31,7839.12,335
1327.88,364.5,3.866,3.62,2258.312,3032.31,7873.94,334
1327.81,366.5,3.866,3.619,2260.946429,3032.38,7880.94,333
1328.75,365.4,3.866,3.62,2260.883429,3032.31,7929.38,332
1326.81,365.4,3.867,3.619,2260.883429,3032.31,7900.44,331
1326.25,365.4,3.868,3.619,2258.313,3032.31,7978.69,330
1324.75,365.4,3.868,3.62,2250.597714,3032.31,7981.12,329
1321.81,363,3.867,3.62,2245.454857,3032.31,7940.94,328
1320.19,362.5,3.867,3.62,2235.170143,3032.31,7951.69,327
1317.19,362,3.867,3.62,2228.312,2996.31,7922.94,326
1310.75,359.4,3.864,3.621,2222.375,2996.38,7880.69,325
1303.56,359.2,3.861,3.623,2204.312,2996.31,7832.62,324
1298.06,358,3.858,3.624,2186.313,2960.31,7830.44,323
1294.69,356.5,3.858,3.626,2168.375,2960.38,7796.31,322
1295.12,358.5,3.858,3.626,2156.438,2924.44,7844.31,321
1280.5,369.625,3.847,3.783,1925.313,2800,8300.38,320
1293.63,357.5,3.847,3.628,2771.352,3968.35,11735.42,318
1299.71,358.8,3.853,3.637,2186.32,2960.32,8266.82,317
1304.48,359.3333333,3.856,3.635,2210.351,2996.35,8029.92,316
1306.34,360.9,3.858,3.633,2222.352,2996.35,7985.66,315
1307.17,360.3,3.859,3.634,2222.383,2996.38,7980.16,314
1307.97,360.5333333,3.86,3.632,2224.528,2998.53,7946.11,313
1307.39,360.5,3.861,3.632,2224.923429,2996.35,7965.15,312
1304.38,360,3.86,3.632,2222.352,2996.35,7964.1,311
1302.82,358.8,3.86,3.633,2210.352,2960.35,7965.34,310
1300.64,357.9,3.86,3.632,2204.351,2960.35,7939.87,309
1299.26,357.5,3.86,3.632,2192.352,2960.35,7920.23,308
1293.77,354.5,3.858,3.632,2186.352,2960.35,7915.64,307
1289.56,354.3,3.857,3.633,2168.25,2924.25,7864,306
1291,355.2,3.858,3.633,2163.177143,2924.32,7819.62,305
1289.56,354.1333333,3.857,3.634,2168.36,2924.31,7842.81,304
1293.44,355.2,3.857,3.634,2168.344,2924.34,7873.11,303
1294.05,355.2,3.858,3.632,2180.359,2960.36,7873.34,302
1292.55,355.3333333,3.857,3.631,2183.756571,2960.33,7858.8,301
1291.19,354.6666667,3.856,3.631,2174.454,2924.45,7887.72,300
1289.16,353.4,3.856,3.632,2168.312,2924.31,7909.95,299
1286.72,354,3.855,3.632,2162.234,2924.23,7918.16,298
1286.34,351.9,3.857,3.632,2152.915429,2924.34,7886.01,297
1276.52,351,3.853,3.632,2147.693571,2924.27,7832.42,296
1269.92,364.796,3.846,3.788,1876.328,2737,8220.64,295
1288.53,355.3333333,3.854,3.914,1898.344,2744.34,8314.25,294
1285.78,353.3333333,3.856,3.633,2162.375,2924.38,7987.34,293
1282.22,352.6862222,3.856,3.632,2152.914429,2924.34,7933.44,292
1279.69,352,3.855,3.633,2142.598714,2888.31,7904.06,291
1277.78,350.9333333,3.855,3.633,2137.486857,2888.34,7845.91,290
1275.59,349.8666667,3.854,3.633,2127.201143,2888.34,7839.91,289
1272.31,349.3333333,3.853,3.635,2122.058286,2888.34,7815.59,288
1271.78,348.9,3.852,3.635,2114.25,2888.25,7831.75,287
1288,358,3.841,3.635,2111.741571,7696.12,8725.31,286
1272.84,350.5,3.852,3.634,2122.089286,2888.38,7714.31,285
1271.19,348.5,3.852,3.634,2108.312,2852.31,7870.31,284
1266.66,348,3.852,3.634,2102.312,2852.31,7855.91,283
1266.56,348,3.852,3.634,2090.25,2852.25,7926.12,282
1269.56,347,3.853,3.634,2091.107143,2852.25,7892.28,281
1265.66,348,3.852,3.634,2091.232143,2852.38,7934.06,280
1270.38,348,3.854,3.634,2080.915429,2852.34,7935.94,279
1268.88,347.4,3.854,3.634,2096.469,2852.47,7940.72,278
1266.78,347.3333333,3.854,3.633,2090.313,2852.31,7878.34,277
1262.97,346,3.852,3.633,2072.343,2816.34,7913.09,276
1262.53,344.6666667,3.853,3.635,2070.660714,2816.38,7896.81,275
1257.41,344.6666667,3.851,3.635,2070.629714,2816.34,7871.25,274
1252.62,343.3333333,3.85,3.637,2054.375,2816.38,7855.62,273
1244.19,342,3.847,3.637,2044.946429,2780.38,7755.09,272
1245.25,355.219,3.842,3.79,1778.344,2632,8221.47,271
1264.38,347.3333333,3.849,3.917,1826.375,2672.38,8258.06,270
1262.56,345.3333333,3.851,3.635,2084.313,2852.31,7954.5,269
1259.12,344.5333333,3.85,3.635,2078.375,2816.38,7951.06,268
1257.25,343.5,3.851,3.637,2066.375,2816.38,7915.94,267
1255.88,344.6666667,3.851,3.637,2060.375,2816.38,7869.81,266
1253.56,343,3.851,3.636,2060.375,2816.38,7818.69,265
1252.25,343.3333333,3.85,3.636,2054.25,2816.25,7867.62,264
1250.44,342.6666667,3.849,3.636,2044.821429,2780.25,7817.75,263
1245.19,340,3.849,3.638,2042.375,2780.38,7831.94,262
1237.31,340,3.847,3.638,2024.375,2780.38,7781.5,261
1234.06,338.6666667,3.846,3.64,2003.741571,2744.31,7784.44,260
1229.69,336,3.844,3.64,1998.535714,2744.25,7761.81,259
1230.69,336,3.845,3.642,1993.517857,2744.38,7732.38,258
1231.88,337.6,3.844,3.641,1998.597714,2744.31,7726.56,257
1233.69,338,3.845,3.64,1998.597714,2744.31,7775.81,256
1238.19,339.3333333,3.846,3.639,2000.375,2744.38,7826.56,255
1239.12,339.3333333,3.847,3.638,2013.964286,2744.25,7817.5,254
1237.12,338.4,3.847,3.638,2013.964286,2744.25,7852.62,253
1236.69,338.6666667,3.848,3.638,2008.884429,2744.31,7851.19,252
1228.81,336,3.846,3.638,2003.803571,2744.38,7830.38,251
1229.81,336.6666667,3.846,3.64,1978.026286,2708.31,7885.62,250
1222.62,334.6666667,3.844,3.64,1982.25,2708.25,7806.31,249
1220,334.6666667,3.842,3.641,1957.455857,2708.31,7805.75,248
1212.69,345.625,3.833,3.792,1694.188,2541,8291.5,247
1231.06,338,3.842,3.922,1718.313,2564.31,8205.81,246
1226.38,336.6666667,3.843,3.641,1988.375,2744.38,7870.62,245
1224.56,336,3.843,3.642,1978.026286,2708.31,7810.5,244
1222.88,336,3.842,3.642,1976.375,2708.38,7787.19,243
1221.69,333.9895,3.842,3.642,1972.821429,2708.25,7763.88,242
1221.25,335.3333333,3.842,3.643,1972.883429,2708.31,7736.69,241
1222.12,333.3333333,3.842,3.642,1972.946429,2708.38,7784.38,240
1220.25,334.6666667,3.842,3.642,1972.946429,2708.38,7761.88,239
1219.38,334.6666667,3.841,3.641,1962.660714,2708.38,7830.25,238
1213.25,332,3.841,3.642,1957.455857,2708.31,7875.5,237
1210.5,332.4,3.841,3.643,1936.946429,2672.38,7851.44,236
1209.12,331.2,3.841,3.644,1928.313,2672.31,7838.69,235
1205.31,330.6666667,3.84,3.644,1922.375,2672.38,7853.5,234
1204.81,330.6666667,3.84,3.645,1921.454857,2636.31,7785.94,233
1205.06,330.6666667,3.839,3.645,1916.313,2636.31,7815.12,232
1206.81,329.3333333,3.841,3.645,1916.25,2636.25,7783.5,231
1210,330,3.841,3.644,1922.375,2672.38,7821.25,230
1205.81,329.3333333,3.841,3.643,1934.312,2672.31,7802.75,229
1202.25,329.3333333,3.839,3.645,1916.312,2636.31,7862.12,228
1198.56,328,3.838,3.645,1906.027286,2636.31,7790.19,227
1191.56,326.4,3.837,3.646,1895.740571,2636.31,7716.94,226
1188.06,324.6666667,3.835,3.647,1874.312,2600.31,7685.88,225
1185,325.2,3.835,3.648,1864.946429,2600.38,7750.31,224
1211.42,333.3333333,3.832,3.649,1921.494857,2636.35,7451.39,218
1209.06,332,3.836,3.647,1947.177143,2672.32,7636,217
1204.93,331.3333333,3.837,3.647,1942.097286,2672.38,7731.84,216
1197.86,328,3.836,3.647,1926.605714,2636.32,7783.71,215
1193.98,326.6666667,3.835,3.649,1904.383,2636.38,7813.02,214
1189.47,326,3.834,3.648,1890.605714,2600.32,7787.71,213
1186.66,325.2,3.834,3.65,1880.317,2600.32,7759.68,212
1188.74,324.6666667,3.835,3.65,1875.204143,2600.35,7743.87,211
1184.26,324.4,3.833,3.65,1875.208143,2600.35,7726.5,210
1187.1,324,3.835,3.649,1864.923429,2600.35,7744.48,209
1187.62,322.6666667,3.836,3.65,1875.138143,2600.28,7706.27,208
1185.7,322,3.834,3.649,1875.209143,2600.35,7733.48,207
1184.7,323.2,3.835,3.649,1870.065286,2600.35,7719.3,206
1184.64,323.2,3.834,3.648,1869.971286,2600.26,7743.88,205
1185.25,322,3.835,3.648,1869.995286,2600.28,7732.67,204
1183.23,322,3.835,3.649,1869.933286,2600.22,7748.34,203
1180.92,321.3333333,3.834,3.648,1859.787571,2564.36,7772.67,202
1176.12,320.7428571,3.834,3.65,1854.629714,2564.34,7688,201
1159.66,317.1428571,3.829,3.65,1838.313,2564.31,7667.3,200
1151.27,325.2035,3.815,3.795,1526.36,2344.98,8237.72,199
1150.56,318.8,3.814,3.636,2516.288,3718.69,11901.28,197
1160.71,318,3.821,3.668,1792.923429,2528.35,8023.49,196
1166.53,320,3.825,3.664,1828.827429,2528.26,7861.25,195
1169.98,321.2,3.828,3.661,1839.178143,2564.32,7798.53,194
1171.3,320.6666667,3.829,3.659,1849.494857,2564.35,7829.34,193
1172.71,320.4,3.831,3.659,1849.401857,2564.25,7812.86,192
1171.94,320,3.831,3.659,1849.493857,2564.35,7809.82,191
1170.49,320,3.831,3.659,1844.352,2564.35,7792.35,190
1169.28,320.4,3.831,3.658,1839.208143,2564.35,7776.26,189
1166.62,318.4,3.831,3.659,1834.035286,2528.32,7735.56,188
1163.1,317.6,3.829,3.659,1828.891429,2528.32,7761.34,187
1160.87,316.8,3.83,3.66,1818.637714,2528.35,7728.41,186
1158.98,315.9428571,3.829,3.66,1808.32,2528.32,7723.94,185
1157.41,314.8,3.829,3.659,1808.257,2528.26,7687.45,184
1156.92,314.8,3.83,3.66,1803.240143,2528.38,7740.1,183
1156.61,314.8,3.83,3.66,1803.170143,2492.31,7710.47,182
1155.12,314,3.829,3.66,1802.344,2492.34,7692.95,181
1153.92,314.8863857,3.829,3.659,1797.964286,2492.25,7704.73,180
1173.89,334.4,3.794,3.66,1792.852429,2492.28,9385.36,179
1139.3,312.7792208,3.813,3.663,1784.329,2492.33,7291.47,178
1132.86,310.5974026,3.816,3.664,1751.757571,2456.33,7485.06,177
1138.66,311.3766234,3.82,3.666,1736.25,2420.25,7567.7,176
1140.67,311.6,3.822,3.663,1762.042286,2456.33,7612.39,175
1152.3,325.1955,3.82,3.796,1484.36,2289,8242.92,174
1152.44,316.4,3.82,3.931,1549.144,2348.34,8168.34,173
1147.91,313.5428571,3.822,3.66,1803.232143,2492.38,7785.5,172
1145.44,312.7272727,3.822,3.66,1787.772571,2492.34,7740.81,171
1143.72,312.4,3.822,3.66,1777.486857,2492.34,7707.66,170
1140.81,311.8285714,3.823,3.66,1772.344,2456.34,7732.03,169
1139.59,311.8285714,3.823,3.661,1762.057286,2456.34,7686.53,168
1137.47,310.1142857,3.823,3.661,1762.058286,2456.34,7674.06,167
1134.97,309.6,3.823,3.661,1756.914429,2456.34,7715,166
1133.47,308.8,3.822,3.661,1746.628714,2456.34,7658.78,165
1131.5,308,3.822,3.661,1746.629714,2456.34,7655.38,164
1128.75,307.0909091,3.821,3.663,1741.486857,2420.34,7617.66,163
1126.94,306.1818182,3.82,3.663,1736.375,2420.38,7643.12,162
1123.72,305.2727273,3.82,3.662,1725.933286,2420.22,7602.34,161
1115.5,302.5454545,3.817,3.663,1715.803571,2420.38,7667.16,160
1104.06,300,3.814,3.664,1690.057286,2384.34,7546.53,159
1095.91,296.8831169,3.81,3.667,1659.169143,2348.31,7553.53,158
1093.28,296,3.81,3.669,1633.329857,2312.19,7522.47,157
1094.31,296.7142857,3.808,3.67,1623.201143,2312.34,7533.31,156
1091.12,295.7142857,3.81,3.669,1633.454857,2312.31,7569.06,155
1096.09,296,3.811,3.67,1623.205571,2312.38,7549.09,154
1101.47,297.5714286,3.814,3.668,1638.660714,2312.38,7628.16,153
1106.75,299,3.814,3.667,1650.812,2348.31,7618.16,152
1108.75,300.1558442,3.816,3.666,1664.375,2348.38,7661.31,151
1112.62,307.187,3.808,3.797,1386.375,2184,8348.38,150
1115.56,303.4545455,3.816,3.935,1412.375,2204.38,8112.62,149
1109.38,300.7792208,3.816,3.665,1688.312,2384.31,7674.31,148
1105.31,298.7272727,3.816,3.666,1674.660714,2348.38,7563.94,147
1103.94,299.5324675,3.815,3.667,1664.375,2348.38,7582.12,146
1102.31,298.9090909,3.815,3.668,1659.875,2348.38,7536.88,145
1101.38,297.1948052,3.815,3.668,1659.232143,2348.38,7520.56,144
1103.5,297.2488052,3.815,3.667,1659.170143,2348.31,7565.44,143
1105.88,298.9090909,3.815,3.667,1659.232143,2348.38,7595.12,142
1106.5,298.7142857,3.816,3.665,1664.375,2348.38,7569.06,141
1103.94,298.4415584,3.817,3.665,1664.313,2348.31,7661.56,140
1101.81,298.4415584,3.817,3.666,1663.669143,2352.81,7600.31,139
1096.06,296,3.815,3.667,1654.026286,2348.31,7587.94,138
1091.94,294.1428571,3.813,3.667,1638.660714,2312.38,7590.38,137
1083,292,3.81,3.669,1623.232143,2312.38,7562.31,136
1073.62,289.4285714,3.807,3.67,1597.454857,2276.31,7548.5,135
1068.5,288,3.806,3.672,1576.919429,2240.31,7512.44,134
1066.25,286.9230769,3.806,3.674,1560.813,2240.31,7554.81,133
1067.69,287.2087912,3.805,3.675,1560.875,2240.38,7591.12,132
1065.38,286.2857143,3.805,3.673,1560.813,2240.31,7544.69,131
1093.69,294.8571429,3.813,3.667,1648.946429,2348.38,8059.56,129
1090.69,294,3.812,3.669,1633.517857,2312.38,7835.69,128
1086.56,292.7142857,3.812,3.669,1628.375,2312.38,7748.25,127
1081.69,294.3963333,3.8,3.799,1323.312,2114.06,8379.38,126
1085.38,293.2857143,3.808,3.94,1328.313,2096.31,8172.75,125
1076.56,289.5824176,3.806,3.672,1614.812,2276.31,7785.44,124
1072.75,289,3.807,3.674,1587.812,2240.31,7639.12,123
1060.81,285.7582418,3.802,3.674,1576.883429,2240.31,7565.25,122
1055.94,283.5384615,3.802,3.675,1546.089286,2204.38,7600.81,121
1050.12,282.3076923,3.8,3.677,1530.597714,2204.31,7509.81,120
1049.25,280.8791209,3.8,3.677,1522.625,2170.62,7545.88,119
1042.62,279.0769231,3.798,3.678,1515.875,2168.38,7477.56,118
1047.81,281.010989,3.798,3.679,1499.740571,2168.31,7531.81,117
1040,277.7142857,3.797,3.678,1511.32775,2168.31,7540.75,116
1041.56,277.7142857,3.797,3.679,1493.375,2132.38,7525.06,115
1036.06,276.8,3.796,3.679,1497.875,2132.38,7475.5,114
1035,275.1428571,3.796,3.68,1484.375,2132.38,7457.44,113
1033.62,275.6,3.795,3.68,1479.232143,2132.38,7476.69,112
1031.94,274.9714286,3.795,3.681,1474.089286,2132.38,7453.88,111
1032,274.2857143,3.796,3.681,1470.812,2132.31,7455.62,110
1031,273.2571429,3.795,3.68,1470.875,2132.38,7486.81,109
1030,273.2571429,3.795,3.681,1468.884429,2132.31,7458.19,108
1028.62,273.2571429,3.794,3.682,1466.312,2132.31,7468.88,107
1006.31,267.1071429,3.768,3.682,1463.803571,7182,7182,106
1023.81,271.7142857,3.793,3.681,1474.026286,2132.31,7364.12,105
1021.81,270.5142857,3.793,3.682,1448.312,2096.31,7401,104
1020.25,270.5142857,3.793,3.682,1443.813,2096.31,7427.5,103
1021.94,267.6255,3.784,3.802,1127.313,1890.06,8118.25,102
1031.04,275.1428571,3.787,3.664,2276.352,3428.35,12460.42,100
1028.99,272.5714286,3.79,3.688,1475.353,2132.35,7876.67,99
1030.75,273.4285714,3.792,3.689,1486.465,2134.46,7599.01,98
1032.22,274.7428571,3.794,3.687,1489.495857,2132.35,7543.26,97
1034.69,274.0571429,3.796,3.688,1493.352,2132.35,7554.14,96
1036.86,275.6,3.797,3.686,1494.636714,2132.35,7562.62,95
1036.93,275.8857143,3.797,3.685,1499.748571,2132.32,7590.59,94
1036.58,275.0857143,3.797,3.685,1497.789,2132.29,7578.49,93
1036.16,275.0857143,3.798,3.686,1494.605714,2132.32,7536.64,92
1033.57,273.3714286,3.797,3.685,1493.321,2132.32,7556.51,91
1030.98,274.1714286,3.797,3.685,1484.32,2132.32,7518.95,90
1028.64,272.4571429,3.796,3.685,1479.240143,2132.38,7509.57,89
1026.69,271.3928571,3.797,3.686,1474.034286,2132.32,7499.3,88
1024.93,270.5714286,3.796,3.685,1468.985429,2096.41,7491.33,87
1022.78,270.6285714,3.795,3.687,1461.852,2096.35,7511.29,86
1021.95,269.8285714,3.796,3.686,1457.219,2096.22,7453.47,85
1022.33,270,3.796,3.686,1457.375,2096.38,7412.47,84
1021.03,269.1765333,3.796,3.686,1458.629714,2096.34,7455.23,83
1019.86,268.9142857,3.795,3.686,1457.328,2096.33,7447.2,82
1019.23,268,3.795,3.686,1452.844,2096.34,7444,81
1018.14,267.0857143,3.794,3.687,1452.844,2096.34,7406.17,80
1017.38,267.0857143,3.794,3.687,1448.312,2096.31,7465.14,79
1015.08,267.0857143,3.794,3.686,1443.828,2096.33,7431.47,78
1007.11,264.3428571,3.792,3.686,1439.359,2060.36,7364.3,77
998.47,254.406,3.778,3.803,1085.344,1841,8129.09,76
1011.5,267.6571429,3.787,3.952,1106.344,1844.34,8106.91,75
1010.88,266.0571429,3.79,3.688,1430.343,2060.34,7653.28,74
1010.75,266.1714286,3.792,3.688,1430.219,2060.22,7519.72,73
1007.81,264.3428571,3.791,3.689,1427.771571,2060.34,7473.53,72
1007.09,264.3428571,3.792,3.688,1421.344,2060.34,7485.25,71
